Transaction_ID,Customer_ID,Amount,Location,Merchant_Category,Device_ID,Timestamp,Hour,Is_Foreign,Is_Night,Velocity_Flag,Fraudulent
100053,10059,116.14,"Austin, TX",Grocery,20099,2026-03-26 02:25:06.561990,2,0,1,0,No
100054,10013,64.47,"Houston, TX",Grocery,20037,2026-03-27 12:27:06.561990,12,1,0,0,Yes
100055,10008,64.9,"Miami, FL",Grocery,20061,2026-03-25 05:15:06.561990,5,1,0,0,No
100056,10089,76.04,"Houston, TX",Dining,20047,2026-03-30 03:09:06.561990,3,1,1,0,No
100057,10052,15.25,"Austin, TX",Online,20009,2026-03-29 22:01:06.561990,22,0,0,0,No
100058,10001,38.39,"Austin, TX",Travel,20035,2026-03-25 17:26:06.561990,17,0,0,0,No
100059,10083,36.8,"San Antonio, TX",Dining,20028,2026-03-27 21:21:06.561990,21,1,0,0,No
100060,10091,28.3,"Austin, TX",Travel,20077,2026-03-29 12:45:06.561990,12,0,0,0,No
100061,10059,332.76,"Houston, TX",Retail,20003,2026-03-25 09:45:06.561990,9,1,0,0,No
100062,10070,143.01,"Austin, TX",Gas,20043,2026-03-24 13:39:06.561990,13,0,0,0,No
100063,10043,142.61,"Austin, TX",Online,20055,2026-03-24 15:19:06.561990,15,0,0,0,No
100064,10007,262.94,"Dallas, TX",Retail,20041,2026-03-29 03:21:06.561990,3,1,1,0,No
100065,10046,39.39,"Dallas, TX",Dining,20099,2026-03-29 23:35:06.561990,23,1,0,0,No
100066,10034,196.36,"Austin, TX",Gas,20012,2026-03-27 17:51:06.561990,17,0,0,0,No
100067,10077,144.41,"Austin, TX",Retail,20045,2026-03-26 15:22:06.561990,15,0,0,0,No
100068,10080,56.85,"San Antonio, TX",Travel,20081,2026-03-30 02:47:06.561990,2,1,1,0,No
100069,10035,429.59,"Austin, TX",Gas,20032,2026-03-25 04:51:06.561990,4,0,1,0,No
100070,10049,105.48,"Houston, TX",Travel,20020,2026-03-25 14:07:06.561990,14,1,0,0,No
100071,10003,131.68,"Las Vegas, NV",Retail,20079,2026-03-27 00:08:06.561990,0,1,1,0,No
100072,10001,167.88,"Austin, TX",Dining,20078,2026-03-28 08:05:06.561990,8,0,0,0,No
100073,10005,171.17,"Las Vegas, NV",Travel,20056,2026-03-26 19:51:06.561990,19,1,0,0,No
100074,10053,12.24,"Austin, TX",Gas,20068,2026-03-30 03:24:06.561990,3,0,1,0,No
100075,10003,66.63,"Houston, TX",Retail,20069,2026-03-30 04:49:06.561990,4,1,1,0,No
100076,10053,180.6,"Austin, TX",Travel,20066,2026-03-26 20:46:06.561990,20,0,0,0,No
100077,10092,85.66,"Las Vegas, NV",Dining,20047,2026-03-28 09:14:06.561990,9,1,0,0,No
100078,10062,75.87,"Austin, TX",Online,20075,2026-03-24 15:30:06.561990,15,0,0,0,No
100079,10017,115.3,"Austin, TX",Dining,20099,2026-03-25 21:13:06.561990,21,0,0,0,No
100080,10089,122.42,"Las Vegas, NV",Dining,20032,2026-03-25 00:33:06.561990,0,1,1,0,No
100081,10043,164.75,"Houston, TX",Online,20035,2026-03-30 02:38:06.561990,2,1,1,0,No
100082,10033,180.8,"Houston, TX",Dining,20032,2026-03-24 19:00:06.561990,19,1,0,0,No
100083,10073,143.32,"Austin, TX",Online,20030,2026-03-28 09:44:06.561990,9,0,0,0,No
100084,10061,212.83,"Dallas, TX",Online,20020,2026-03-25 03:34:06.561990,3,1,1,0,Yes
100085,10099,225.13,"Austin, TX",Travel,20026,2026-03-29 14:41:06.561990,14,0,0,0,No
100086,10013,396.03,"Austin, TX",Travel,20090,2026-03-26 11:05:06.561990,11,0,0,0,Yes
100087,10094,24.82,"Houston, TX",Online,20071,2026-03-27 13:51:06.561990,13,1,0,0,No
100088,10047,238.55,"Austin, TX",Retail,20061,2026-03-28 13:49:06.561990,13,0,0,0,No
100089,10014,95.33,"Las Vegas, NV",Gas,20095,2026-03-25 22:23:06.561990,22,1,0,0,No
100090,10071,146.05,"Miami, FL",Retail,20025,2026-03-27 15:04:06.561990,15,1,0,0,No
100091,10077,284.78,"Dallas, TX",Online,20065,2026-03-29 10:53:06.561990,10,1,0,0,No
100092,10086,204.99,"San Antonio, TX",Gas,20011,2026-03-26 04:20:06.561990,4,1,1,0,No
100093,10061,218.14,"Dallas, TX",Travel,20021,2026-03-23 21:48:06.561990,21,1,0,0,No
100094,10039,90.8,"Austin, TX",Gas,20016,2026-03-27 04:56:06.561990,4,0,1,0,Yes
100095,10084,34.95,"San Antonio, TX",Online,20006,2026-03-27 15:38:06.561990,15,1,0,0,No
100096,10079,275.04,"Austin, TX",Travel,20067,2026-03-25 23:25:06.561990,23,0,0,0,No
100097,10081,13.7,"Austin, TX",Gas,20036,2026-03-26 07:02:06.561990,7,0,0,0,No
100098,10052,260.08,"San Antonio, TX",Gas,20037,2026-03-24 18:00:06.561990,18,1,0,0,No
100099,10023,10.98,"Houston, TX",Retail,20095,2026-03-30 01:30:06.561990,1,1,1,0,No
100100,10025,386.28,"Miami, FL",Gas,20010,2026-03-28 15:05:06.561990,15,1,0,0,No
100101,10088,173.96,"Austin, TX",Online,20000,2026-03-24 16:49:06.561990,16,0,0,0,No
100102,10059,48.46,"Houston, TX",Grocery,20024,2026-03-26 15:38:06.561990,15,1,0,0,No
100103,10040,195.47,"Austin, TX",Grocery,20041,2026-03-27 20:57:06.561990,20,0,0,0,No
100104,10028,130.74,"Houston, TX",Grocery,20051,2026-03-29 01:15:06.561990,1,1,1,0,No
100105,10014,133.88,"San Antonio, TX",Online,20023,2026-03-28 23:14:06.561990,23,1,0,0,Yes
100106,10044,41.96,"Houston, TX",Grocery,20052,2026-03-30 02:32:06.561990,2,1,1,0,No
100107,10064,252.43,"Austin, TX",Retail,20055,2026-03-25 13:34:06.561990,13,0,0,0,No
100108,10088,10.34,"Austin, TX",Online,20062,2026-03-24 08:54:06.561990,8,0,0,0,No
100109,10070,301.1,"Austin, TX",Travel,20080,2026-03-24 18:12:06.561990,18,0,0,0,No
100110,10008,133.6,"Houston, TX",Online,20007,2026-03-24 13:20:06.561990,13,1,0,0,No
100111,10087,41.71,"Las Vegas, NV",Online,20058,2026-03-27 17:04:06.561990,17,1,0,0,No
100112,10000,339.51,"Austin, TX",Gas,20044,2026-03-29 04:07:06.561990,4,0,1,0,No
100113,10007,85.03,"Dallas, TX",Gas,20026,2026-03-24 16:47:06.561990,16,1,0,0,No
100114,10087,88.02,"Miami, FL",Gas,20051,2026-03-29 05:40:06.561990,5,1,0,0,No
100115,10062,182.71,"Houston, TX",Dining,20017,2026-03-30 04:47:06.561990,4,1,1,0,No
100116,10010,146.12,"Dallas, TX",Retail,20090,2026-03-23 23:55:06.561990,23,1,0,0,No
100117,10080,151.27,"San Antonio, TX",Online,20085,2026-03-27 06:22:06.561990,6,1,0,0,No
100118,10007,84.09,"Austin, TX",Online,20015,2026-03-27 02:39:06.561990,2,0,1,0,No
100119,10034,134.06,"Austin, TX",Gas,20065,2026-03-29 06:59:06.561990,6,0,0,0,No
100120,10034,300.34,"Austin, TX",Online,20004,2026-03-27 02:51:06.561990,2,0,1,0,No
100121,10032,79.64,"Las Vegas, NV",Travel,20081,2026-03-24 07:30:06.561990,7,1,0,0,No
100122,10004,181.61,"Miami, FL",Online,20002,2026-03-24 11:33:06.561990,11,1,0,0,No
100123,10040,61.07,"San Antonio, TX",Grocery,20090,2026-03-30 08:44:06.561990,8,1,0,0,No
100124,10027,111.0,"Austin, TX",Travel,20080,2026-03-28 00:59:06.561990,0,0,1,0,No
100125,10006,50.93,"Austin, TX",Travel,20079,2026-03-24 17:21:06.561990,17,0,0,0,Yes
100126,10072,131.75,"Austin, TX",Online,20069,2026-03-30 07:45:06.561990,7,0,0,0,Yes
100127,10071,569.09,"Austin, TX",Dining,20006,2026-03-27 04:35:06.561990,4,0,1,0,No
100128,10011,169.41,"Houston, TX",Gas,20049,2026-03-29 22:33:06.561990,22,1,0,0,No
100129,10033,85.32,"Las Vegas, NV",Retail,20013,2026-03-25 03:22:06.561990,3,1,1,0,No
100130,10032,46.81,"Miami, FL",Retail,20037,2026-03-23 11:44:06.561990,11,1,0,0,No
100131,10047,24.67,"Dallas, TX",Grocery,20078,2026-03-25 13:31:06.561990,13,1,0,0,No
100132,10022,164.95,"Austin, TX",Retail,20046,2026-03-27 11:12:06.561990,11,0,0,0,No
100133,10061,172.09,"Austin, TX",Retail,20032,2026-03-28 13:49:06.561990,13,0,0,0,No
100134,10087,232.82,"Austin, TX",Gas,20042,2026-03-25 00:15:06.561990,0,0,1,0,No
100135,10036,102.76,"San Antonio, TX",Gas,20090,2026-03-27 05:11:06.561990,5,1,0,0,No
100136,10098,44.53,"San Antonio, TX",Dining,20028,2026-03-29 04:20:06.561990,4,1,1,0,No
100137,10043,117.39,"Austin, TX",Grocery,20056,2026-03-23 21:37:06.561990,21,0,0,0,No
100138,10085,263.55,"Austin, TX",Retail,20004,2026-03-27 10:30:06.561990,10,0,0,0,No
100139,10090,47.72,"Austin, TX",Dining,20092,2026-03-27 04:10:06.561990,4,0,1,0,No
100140,10034,66.16,"Austin, TX",Grocery,20095,2026-03-25 20:15:06.561990,20,0,0,0,No
100141,10064,210.42,"Austin, TX",Travel,20059,2026-03-25 18:36:06.561990,18,0,0,0,No
100142,10098,34.47,"Austin, TX",Retail,20069,2026-03-24 23:52:06.561990,23,0,0,0,No
100143,10046,201.34,"Austin, TX",Retail,20001,2026-03-27 07:56:06.561990,7,0,0,0,No
100144,10077,26.99,"Miami, FL",Gas,20069,2026-03-26 01:07:06.561990,1,1,1,0,Yes
100145,10002,374.14,"Houston, TX",Online,20042,2026-03-29 17:25:06.561990,17,1,0,0,No
100146,10000,89.16,"Austin, TX",Grocery,20003,2026-03-27 13:37:06.561990,13,0,0,0,No
100147,10004,166.69,"Austin, TX",Retail,20055,2026-03-27 13:33:06.561990,13,0,0,0,No
100148,10089,281.58,"Austin, TX",Grocery,20092,2026-03-29 15:45:06.561990,15,0,0,0,No
100149,10013,65.62,"Austin, TX",Dining,20058,2026-03-26 15:32:06.561990,15,0,0,0,No
100150,10026,229.3,"Austin, TX",Dining,20088,2026-03-26 20:23:06.561990,20,0,0,0,No
100151,10008,22.47,"Houston, TX",Online,20008,2026-03-29 13:34:06.561990,13,1,0,0,No
100152,10078,38.69,"Houston, TX",Retail,20002,2026-03-28 23:48:06.561990,23,1,0,0,Yes
100153,10014,287.36,"San Antonio, TX",Gas,20089,2026-03-28 21:01:06.561990,21,1,0,0,No
100154,10089,105.32,"Austin, TX",Retail,20047,2026-03-24 03:02:06.561990,3,0,1,0,No
100155,10041,34.75,"San Antonio, TX",Grocery,20042,2026-03-24 18:37:06.561990,18,1,0,0,No
100156,10076,222.96,"Austin, TX",Travel,20090,2026-03-29 22:26:06.561990,22,0,0,0,Yes
100157,10050,102.62,"Austin, TX",Dining,20099,2026-03-25 23:01:06.561990,23,0,0,0,No
100158,10062,27.39,"Houston, TX",Grocery,20095,2026-03-26 18:50:06.561990,18,1,0,0,No
100159,10095,35.4,"Houston, TX",Online,20000,2026-03-25 00:20:06.561990,0,1,1,0,No
100160,10051,229.35,"Las Vegas, NV",Dining,20056,2026-03-23 22:58:06.561990,22,1,0,0,No
100161,10095,299.79,"Dallas, TX",Gas,20052,2026-03-25 08:55:06.561990,8,1,0,0,No
100162,10003,205.01,"Miami, FL",Dining,20015,2026-03-30 01:36:06.561990,1,1,1,0,Yes
100163,10093,289.15,"Miami, FL",Travel,20050,2026-03-25 15:06:06.561990,15,1,0,0,No
100164,10022,98.14,"Houston, TX",Retail,20074,2026-03-28 21:11:06.561990,21,1,0,0,No
100165,10014,123.07,"Houston, TX",Travel,20089,2026-03-26 10:13:06.561990,10,1,0,0,No
100166,10042,165.94,"Houston, TX",Travel,20054,2026-03-27 16:51:06.561990,16,1,0,0,No
100167,10028,228.9,"Las Vegas, NV",Retail,20000,2026-03-25 13:41:06.561990,13,1,0,0,No
100168,10035,214.54,"San Antonio, TX",Dining,20089,2026-03-24 09:28:06.561990,9,1,0,0,No
100169,10012,103.46,"Austin, TX",Online,20027,2026-03-26 23:05:06.561990,23,0,0,0,No
100170,10031,90.41,"San Antonio, TX",Retail,20052,2026-03-24 08:53:06.561990,8,1,0,0,No
100171,10070,140.66,"Austin, TX",Retail,20057,2026-03-27 05:41:06.561990,5,0,0,0,No
100172,10058,548.0,"Austin, TX",Gas,20072,2026-03-28 01:09:06.561990,1,0,1,0,Yes
100173,10085,98.9,"Austin, TX",Dining,20059,2026-03-24 20:28:06.561990,20,0,0,0,Yes
100174,10027,89.52,"Dallas, TX",Retail,20058,2026-03-25 08:09:06.561990,8,1,0,0,No
100175,10065,40.16,"Miami, FL",Online,20021,2026-03-25 09:01:06.561990,9,1,0,0,No
100176,10041,67.53,"Austin, TX",Grocery,20007,2026-03-28 19:55:06.561990,19,0,0,0,No
100177,10044,144.67,"Austin, TX",Dining,20048,2026-03-23 22:00:06.561990,22,0,0,0,No
100178,10061,115.91,"Austin, TX",Gas,20041,2026-03-26 05:24:06.561990,5,0,0,0,No
100179,10056,163.81,"Dallas, TX",Travel,20026,2026-03-24 14:35:06.561990,14,1,0,0,No
100180,10005,315.83,"Austin, TX",Retail,20038,2026-03-29 23:01:06.561990,23,0,0,0,No
100181,10027,5.39,"Austin, TX",Online,20082,2026-03-27 03:31:06.561990,3,0,1,0,No
100182,10027,127.75,"Austin, TX",Dining,20024,2026-03-27 18:25:06.561990,18,0,0,0,No
100183,10043,164.71,"Austin, TX",Online,20037,2026-03-23 10:12:06.561990,10,0,0,0,Yes
100184,10083,436.3,"Austin, TX",Online,20084,2026-03-29 12:33:06.561990,12,0,0,0,No
100185,10029,189.75,"Dallas, TX",Travel,20023,2026-03-26 06:42:06.561990,6,1,0,0,Yes
100186,10061,80.93,"Austin, TX",Gas,20023,2026-03-27 15:30:06.561990,15,0,0,0,No
100187,10074,87.5,"Dallas, TX",Dining,20059,2026-03-27 20:27:06.561990,20,1,0,0,No
100188,10091,79.4,"Austin, TX",Retail,20082,2026-03-30 05:24:06.561990,5,0,0,0,No
100189,10088,137.32,"Austin, TX",Gas,20049,2026-03-25 23:11:06.561990,23,0,0,0,No
100190,10061,207.05,"Austin, TX",Retail,20065,2026-03-24 23:30:06.561990,23,0,0,0,No
100191,10096,49.79,"Dallas, TX",Grocery,20013,2026-03-25 22:30:06.561990,22,1,0,0,No
100192,10000,156.55,"Las Vegas, NV",Online,20052,2026-03-25 09:06:06.561990,9,1,0,0,No
100193,10026,154.89,"Miami, FL",Grocery,20031,2026-03-29 04:07:06.561990,4,1,1,0,No
100194,10061,114.14,"Houston, TX",Online,20095,2026-03-24 00:14:06.561990,0,1,1,0,Yes
100195,10076,119.23,"Austin, TX",Travel,20091,2026-03-24 04:31:06.561990,4,0,1,0,No
100196,10002,48.32,"San Antonio, TX",Gas,20047,2026-03-23 15:03:06.561990,15,1,0,0,No
100197,10069,149.91,"Dallas, TX",Retail,20038,2026-03-29 01:06:06.561990,1,1,1,0,No
100198,10071,52.66,"Austin, TX",Travel,20039,2026-03-30 03:13:06.561990,3,0,1,0,No
100199,10026,209.26,"San Antonio, TX",Retail,20041,2026-03-27 04:04:06.561990,4,1,1,0,No
100200,10008,85.62,"Austin, TX",Gas,20076,2026-03-24 04:06:06.561990,4,0,1,0,No
100201,10061,23.43,"Austin, TX",Dining,20075,2026-03-29 02:11:06.561990,2,0,1,0,No
100202,10036,290.39,"Austin, TX",Grocery,20007,2026-03-30 01:21:06.561990,1,0,1,0,No
100203,10096,78.06,"Austin, TX",Grocery,20078,2026-03-25 08:44:06.561990,8,0,0,0,No
100204,10050,75.33,"Houston, TX",Retail,20025,2026-03-26 03:55:06.561990,3,1,1,0,No
100205,10043,28.9,"Austin, TX",Retail,20011,2026-03-29 15:31:06.561990,15,0,0,0,Yes
100206,10023,231.34,"Austin, TX",Retail,20042,2026-03-28 02:52:06.561990,2,0,1,0,No
100207,10078,64.3,"Austin, TX",Gas,20050,2026-03-24 10:16:06.561990,10,0,0,0,No
100208,10058,78.21,"Houston, TX",Dining,20090,2026-03-24 14:05:06.561990,14,1,0,0,No
100209,10031,37.76,"Dallas, TX",Grocery,20081,2026-03-25 00:27:06.561990,0,1,1,0,No
100210,10095,195.95,"Austin, TX",Travel,20099,2026-03-28 09:21:06.561990,9,0,0,0,No
100211,10087,178.78,"Austin, TX",Online,20062,2026-03-24 16:55:06.561990,16,0,0,0,No
100212,10051,49.55,"Austin, TX",Gas,20048,2026-03-24 17:41:06.561990,17,0,0,0,No
100213,10061,87.62,"Miami, FL",Grocery,20026,2026-03-27 11:09:06.561990,11,1,0,0,Yes
100214,10057,302.55,"Austin, TX",Dining,20008,2026-03-30 00:43:06.561990,0,0,1,0,No
100215,10051,15.44,"Austin, TX",Gas,20038,2026-03-29 12:50:06.561990,12,0,0,0,No
100216,10011,610.95,"Austin, TX",Travel,20064,2026-03-23 14:08:06.561990,14,0,0,0,No
100217,10038,103.8,"Dallas, TX",Grocery,20070,2026-03-29 15:12:06.561990,15,1,0,0,No
100218,10001,48.59,"Houston, TX",Gas,20089,2026-03-29 16:19:06.561990,16,1,0,0,No
100219,10002,51.37,"Austin, TX",Grocery,20070,2026-03-26 01:31:06.561990,1,0,1,0,No
100220,10055,189.91,"Austin, TX",Grocery,20006,2026-03-25 08:23:06.561990,8,0,0,0,No
100221,10080,169.79,"Austin, TX",Dining,20071,2026-03-24 16:50:06.561990,16,0,0,0,No
100222,10058,260.84,"San Antonio, TX",Online,20079,2026-03-28 07:05:06.561990,7,1,0,0,No
100223,10001,113.52,"Miami, FL",Dining,20066,2026-03-29 23:16:06.561990,23,1,0,0,No
100224,10001,87.42,"Houston, TX",Grocery,20009,2026-03-23 17:57:06.561990,17,1,0,0,No
100225,10091,20.8,"Dallas, TX",Gas,20070,2026-03-26 06:55:06.561990,6,1,0,0,No
100226,10053,124.52,"Austin, TX",Travel,20084,2026-03-24 15:56:06.561990,15,0,0,0,No
100227,10086,90.94,"Houston, TX",Dining,20052,2026-03-24 14:58:06.561990,14,1,0,0,No
100228,10095,186.66,"Dallas, TX",Online,20094,2026-03-28 10:19:06.561990,10,1,0,0,No
100229,10096,250.81,"Austin, TX",Grocery,20086,2026-03-28 10:33:06.561990,10,0,0,0,No
100230,10000,158.73,"Miami, FL",Travel,20056,2026-03-27 00:32:06.561990,0,1,1,0,No
100231,10018,175.65,"Austin, TX",Dining,20090,2026-03-27 02:05:06.561990,2,0,1,0,No
100232,10001,141.84,"Austin, TX",Dining,20085,2026-03-27 11:42:06.561990,11,0,0,0,Yes
100233,10052,159.2,"Houston, TX",Dining,20026,2026-03-24 01:48:06.561990,1,1,1,0,No
100234,10043,109.54,"Houston, TX",Dining,20053,2026-03-24 11:15:06.561990,11,1,0,0,Yes
100235,10089,123.23,"Dallas, TX",Travel,20003,2026-03-26 06:05:06.561990,6,1,0,0,No
100236,10031,299.89,"Austin, TX",Gas,20087,2026-03-27 16:02:06.561990,16,0,0,0,No
100237,10069,163.95,"San Antonio, TX",Online,20022,2026-03-24 00:22:06.561990,0,1,1,0,No
100238,10031,101.73,"Houston, TX",Online,20047,2026-03-25 21:24:06.561990,21,1,0,0,No
100239,10067,75.14,"Austin, TX",Grocery,20082,2026-03-29 06:25:06.561990,6,0,0,0,No
100240,10054,117.8,"Las Vegas, NV",Retail,20041,2026-03-29 05:33:06.561990,5,1,0,0,No
100241,10074,263.52,"Dallas, TX",Gas,20002,2026-03-25 05:39:06.561990,5,1,0,0,No
100242,10055,189.4,"Austin, TX",Grocery,20090,2026-03-24 12:57:06.561990,12,0,0,0,No
100243,10016,6.41,"San Antonio, TX",Grocery,20002,2026-03-25 09:24:06.561990,9,1,0,0,No
100244,10037,143.86,"Austin, TX",Dining,20027,2026-03-24 15:38:06.561990,15,0,0,0,Yes
100245,10023,74.69,"Austin, TX",Retail,20062,2026-03-26 02:35:06.561990,2,0,1,0,Yes
100246,10068,280.0,"Austin, TX",Retail,20080,2026-03-29 03:57:06.561990,3,0,1,0,Yes
100247,10097,62.56,"Las Vegas, NV",Gas,20030,2026-03-24 00:09:06.561990,0,1,1,0,No
100248,10069,111.5,"Austin, TX",Retail,20009,2026-03-29 22:52:06.561990,22,0,0,0,No
100249,10085,69.81,"Dallas, TX",Grocery,20048,2026-03-25 16:24:06.561990,16,1,0,0,No
100250,10010,207.05,"Austin, TX",Retail,20085,2026-03-25 14:29:06.561990,14,0,0,0,No
100251,10015,105.63,"Dallas, TX",Retail,20093,2026-03-28 20:06:06.561990,20,1,0,0,No
100252,10096,113.97,"Houston, TX",Online,20020,2026-03-24 23:47:06.561990,23,1,0,0,No
100253,10072,97.44,"Dallas, TX",Grocery,20099,2026-03-29 10:00:06.561990,10,1,0,0,No
100254,10058,204.01,"Austin, TX",Travel,20052,2026-03-29 01:59:06.561990,1,0,1,0,No
100255,10069,121.47,"Dallas, TX",Retail,20086,2026-03-24 01:26:06.561990,1,1,1,0,No
100256,10079,50.22,"Las Vegas, NV",Retail,20075,2026-03-28 01:39:06.561990,1,1,1,0,No
100257,10092,47.2,"Dallas, TX",Dining,20088,2026-03-26 09:32:06.561990,9,1,0,0,No
100258,10002,163.69,"Austin, TX",Retail,20053,2026-03-27 10:02:06.561990,10,0,0,0,No
100259,10019,60.69,"Miami, FL",Retail,20056,2026-03-29 01:35:06.561990,1,1,1,0,No
100260,10058,145.56,"Austin, TX",Online,20019,2026-03-25 05:54:06.561990,5,0,0,0,No
100261,10035,45.16,"Dallas, TX",Grocery,20048,2026-03-28 20:20:06.561990,20,1,0,0,No
100262,10018,92.57,"Miami, FL",Gas,20006,2026-03-29 22:03:06.561990,22,1,0,0,No
100263,10089,120.61,"Austin, TX",Grocery,20028,2026-03-28 16:00:06.561990,16,0,0,0,No
100264,10066,40.52,"Austin, TX",Dining,20047,2026-03-27 12:54:06.561990,12,0,0,0,No
100265,10018,270.33,"Austin, TX",Grocery,20092,2026-03-28 06:44:06.561990,6,0,0,0,No
100266,10019,465.21,"Houston, TX",Retail,20012,2026-03-25 20:36:06.561990,20,1,0,0,No
